Minute,Player,Squad,Outcome,Distance,Body Part,Notes,SCA 1 Player,SCA 1 Event,SCA 2 Player,SCA 2 Event,date
70,Riyad Mahrez,Manchester City,Saved,31.0,Left Foot,Free kick,Cole Palmer,Fouled,John Stones,Pass (Live),2021-11-21
71,Richarlison,Everton,Wayward,9.0,Right Foot,Volley,Alex Iwobi,Pass (Live),Andros Townsend,Pass (Live),2021-11-21
74,Cole Palmer,Manchester City,Off Target,25.0,Left Foot,,Bernardo Silva,Pass (Live),Cole Palmer,Pass (Live),2021-11-21
77,Séamus Coleman,Everton,Blocked,7.0,Right Foot,Half volley,,,,,2021-11-21
86,Cole Palmer,Manchester City,Blocked,18.0,Left Foot,,İlkay Gündoğan,Pass (Live),João Cancelo,Pass (Live),2021-11-21
86,Bernardo Silva,Manchester City,Goal,7.0,Right Foot,,Cole Palmer,Shot,,,2021-11-21
90+3,James Mcatee,Manchester City,Off Target,13.0,Left Foot,,,,,,2021-11-21
2,Kalvin Phillips,Leeds United,Saved,27.0,Right Foot,Free kick,Joe Gelhardt,Fouled,Pascal Struijk,Tackle,2021-11-21
8,Stuart Dallas,Leeds United,Off Target,26.0,Right Foot,,Pascal Struijk,Tackle,,,2021-11-21
15,Joe Gelhardt,Leeds United,Off Target,16.0,Left Foot,,Stuart Dallas,Pass (Live),Jack Harrison,Pass (Live),2021-11-21
18,Sergio Reguilón,Tottenham,Blocked,16.0,Right Foot,Half volley,,,,,2021-11-21
28,Pierre Højbjerg,Tottenham,Blocked,21.0,Right Foot,Half volley,,,,,2021-11-21
40,Daniel James,Leeds United,Blocked,26.0,Right Foot,,Mateusz Klich,Pass (Live),Jack Harrison,Pass (Live),2021-11-21
41,Adam Forshaw,Leeds United,Off Target,32.0,Right Foot,,Jack Harrison,Pass (Live),Pascal Struijk,Fouled,2021-11-21
44,Daniel James,Leeds United,Goal,6.0,Right Foot,Half volley,Jack Harrison,Pass (Live),Jack Harrison,Dribble,2021-11-21
46,Harry Kane,Tottenham,Saved to Post,9.0,Right Foot,,Lucas Moura,Pass (Live),,,2021-11-21
47,Daniel James,Leeds United,Saved,16.0,Right Foot,,Adam Forshaw,Pass (Live),,,2021-11-21
48,Pascal Struijk,Leeds United,Wayward,7.0,Head,,Stuart Dallas,Pass (Dead),Daniel James,Shot,2021-11-21
49,Daniel James,Leeds United,Blocked,25.0,Right Foot,,,,,,2021-11-21
51,Son Heung-min,Tottenham,Woodwork,11.0,Right Foot,"Deflected, Volley",Lucas Moura,Pass (Live),Emerson,Pass (Live),2021-11-21
56,Joe Gelhardt,Leeds United,Saved,19.0,Left Foot,,Mateusz Klich,Pass (Live),Pascal Struijk,Pass (Live),2021-11-21
57,Daniel James,Leeds United,Blocked,16.0,Left Foot,,Stuart Dallas,Pass (Live),Mateusz Klich,Pass (Live),2021-11-21
57,Joe Gelhardt,Leeds United,Saved,18.0,Left Foot,,Daniel James,Pass (Live),Mateusz Klich,Pass (Live),2021-11-21
58,Harry Kane,Tottenham,Blocked,8.0,Head,Diving header,Sergio Reguilón,Pass (Live),Harry Winks,Pass (Live),2021-11-21
58,Pierre Højbjerg,Tottenham,Goal,16.0,Left Foot,,Lucas Moura,Pass (Live),Harry Kane,Shot,2021-11-21
61,Harry Kane,Tottenham,Blocked,8.0,Right Foot,,Harry Kane,Dribble,Pierre Højbjerg,Pass (Live),2021-11-21
64,Ben Davies,Tottenham,Saved,8.0,Left Foot,Half volley,Eric Dier,Pass (Live),Pierre Højbjerg,Pass (Live),2021-11-21
64,Kalvin Phillips,Leeds United,Off Target,64.0,Right Foot,Lob,,,,,2021-11-21
69,Eric Dier,Tottenham,Woodwork,23.0,Right Foot,"Free kick, Deflected",Lucas Moura,Fouled,Son Heung-min,Pass (Live),2021-11-21
69,Sergio Reguilón,Tottenham,Goal,4.0,Left Foot,Half volley,Eric Dier,Shot,,,2021-11-21
71,Junior Firpo,Leeds United,Wayward,7.0,Head,,Stuart Dallas,Pass (Dead),Adam Forshaw,Pass (Live),2021-11-21
71,Adam Forshaw,Leeds United,Blocked,28.0,Right Foot,Half volley,,,,,2021-11-21
71,Joe Gelhardt,Leeds United,Blocked,11.0,Left Foot,Half volley,Adam Forshaw,Shot,,,2021-11-21
74,Daniel James,Leeds United,Saved,24.0,Right Foot,,Stuart Dallas,Pass (Live),Jack Harrison,Pass (Live),2021-11-21
78,Lucas Moura,Tottenham,Off Target,23.0,Left Foot,,Davinson Sánchez,Pass (Live),Pierre Højbjerg,Pass (Live),2021-11-21
80,Son Heung-min,Tottenham,Off Target,24.0,Right Foot,,Son Heung-min,Dribble,,,2021-11-21
85,Daniel James,Leeds United,Saved,21.0,Left Foot,,Pascal Struijk,Pass (Live),Diego Llorente,Pass (Live),2021-11-21
90+3,Harry Kane,Tottenham,Blocked,26.0,Right Foot,,Ryan Sessegnon,Pass (Live),Pierre Højbjerg,Pass (Live),2021-11-21
11,Nuno Tavares,Arsenal,Blocked,18.0,Left Foot,,Albert Sambi Lokonga,Pass (Live),Thomas Partey,Pass (Live),2021-11-27
16,Bukayo Saka,Arsenal,Off Target,11.0,Right Foot,Half volley,Albert Sambi Lokonga,Pass (Live),Emile Smith Rowe,Pass (Live),2021-11-27
20,Martin Ødegaard,Arsenal,Saved,23.0,Left Foot,Free kick,Martin Ødegaard,Fouled,Albert Sambi Lokonga,Pass (Live),2021-11-27
20,Takehiro Tomiyasu,Arsenal,Wayward,13.0,Right Foot,Volley,,,,,2021-11-27
27,Fabian Schär,Newcastle Utd,Off Target,8.0,Head,,Ryan Fraser,Pass (Dead),Allan Saint-Maximin,Dribble,2021-11-27
29,Nuno Tavares,Arsenal,Off Target,31.0,Right Foot,,Albert Sambi Lokonga,Pass (Live),Nuno Tavares,Pass (Live),2021-11-27
30,Jonjo Shelvey,Newcastle Utd,Saved to Post,26.0,Right Foot,,,,,,2021-11-27
31,Jonjo Shelvey,Newcastle Utd,Saved,28.0,Right Foot,Half volley,,,,,2021-11-27
31,Takehiro Tomiyasu,Arsenal,Off Target,28.0,Left Foot,,Albert Sambi Lokonga,Pass (Live),Nuno Tavares,Pass (Live),2021-11-27
41,Emile Smith Rowe,Arsenal,Saved,7.0,Head,,Bukayo Saka,Pass (Live),Bukayo Saka,Dribble,2021-11-27
41,Pierre-Emerick Aubameyang,Arsenal,Woodwork,3.0,Right Foot,Half volley,Emile Smith Rowe,Shot,,,2021-11-27
45+1,Emile Smith Rowe,Arsenal,Blocked,18.0,Left Foot,Half volley,Takehiro Tomiyasu,Pass (Live),Ben White,Pass (Live),2021-11-27
45+1,Nuno Tavares,Arsenal,Off Target,19.0,Left Foot,Half volley,Emile Smith Rowe,Shot,,,2021-11-27
45+3,Nuno Tavares,Arsenal,Off Target,27.0,Right Foot,,,,,,2021-11-27
45+4,Takehiro Tomiyasu,Arsenal,Off Target,26.0,Right Foot,,Emile Smith Rowe,Pass (Live),Albert Sambi Lokonga,Pass (Live),2021-11-27
49,Gabriel Dos Santos,Arsenal,Wayward,8.0,Head,,Emile Smith Rowe,Pass (Dead),,,2021-11-27
51,Bukayo Saka,Arsenal,Saved,16.0,Left Foot,,Bukayo Saka,Dribble,Martin Ødegaard,Pass (Live),2021-11-27
56,Bukayo Saka,Arsenal,Goal,10.0,Left Foot,,Nuno Tavares,Pass (Live),Emile Smith Rowe,Pass (Live),2021-11-27
63,Martin Ødegaard,Arsenal,Blocked,29.0,Left Foot,,Bukayo Saka,Pass (Live),Takehiro Tomiyasu,Pass (Live),2021-11-27
63,Nuno Tavares,Arsenal,Blocked,22.0,Right Foot,,Albert Sambi Lokonga,Pass (Live),Thomas Partey,Pass (Live),2021-11-27
63,Thomas Partey,Arsenal,Blocked,22.0,Right Foot,,Albert Sambi Lokonga,Pass (Live),Nuno Tavares,Pass (Live),2021-11-27
65,Nuno Tavares,Arsenal,Wayward,8.0,Head,,Martin Ødegaard,Pass (Dead),Thomas Partey,Shot,2021-11-27
66,Martinelli,Arsenal,Goal,8.0,Right Foot,Volley,Takehiro Tomiyasu,Pass (Live),Ben White,Pass (Live),2021-11-27
69,Jonjo Shelvey,Newcastle Utd,Saved,28.0,Right Foot,,Miguel Almirón,Pass (Live),Jonjo Shelvey,Pass (Live),2021-11-27
71,Pierre-Emerick Aubameyang,Arsenal,Saved,9.0,Right Foot,,Emile Smith Rowe,Pass (Live),Thomas Partey,Pass (Live),2021-11-27
73,Emile Smith Rowe,Arsenal,Blocked,21.0,Right Foot,,Emile Smith Rowe,Dribble,,,2021-11-27
74,Fabian Schär,Newcastle Utd,Blocked,28.0,Right Foot,,,,,,2021-11-27
80,Jonjo Shelvey,Newcastle Utd,Blocked,34.0,Right Foot,,Jacob Murphy,Pass (Live),Allan Saint-Maximin,Pass (Live),2021-11-27
81,Alexandre Lacazette,Arsenal,Off Target,13.0,Left Foot,,Martinelli,Pass (Live),Martin Ødegaard,Pass (Live),2021-11-27
82,Joe Willock,Newcastle Utd,Saved,22.0,Right Foot,,Joe Willock,Dribble,Allan Saint-Maximin,Pass (Live),2021-11-27
87,Allan Saint-Maximin,Newcastle Utd,Saved,17.0,Right Foot,,Fabian Schär,Pass (Live),Fabian Schär,Dribble,2021-11-27
88,Emile Smith Rowe,Arsenal,Blocked,27.0,Left Foot,,Mohamed Elneny,Pass (Live),Martinelli,Pass (Live),2021-11-27
5,Leon Bailey,Aston Villa,Blocked,26.0,Left Foot,Free kick,Jacob Ramsey,Fouled,Ashley Young,Pass (Live),2021-11-27
5,Matty Cash,Aston Villa,Off Target,17.0,Left Foot,,Leon Bailey,Pass (Live),John McGinn,Pass (Live),2021-11-27
8,Marc Guéhi,Crystal Palace,Blocked,12.0,Left Foot,Volley,Christian Benteke,Pass (Live),Cheikhou Kouyaté,Pass (Live),2021-11-27
11,Wilfried Zaha,Crystal Palace,Off Target,16.0,Left Foot,,Michael Olise,Pass (Live),Joel Ward,Pass (Live),2021-11-27
15,Matt Targett,Aston Villa,Goal,10.0,Left Foot,Half volley,Ashley Young,Pass (Dead),,,2021-11-27
23,Christian Benteke,Crystal Palace,Off Target,12.0,Head,,Tyrick Mitchell,Pass (Live),Conor Gallagher,Pass (Live),2021-11-27
24,Ashley Young,Aston Villa,Saved,17.0,Right Foot,,Leon Bailey,Pass (Live),Matt Targett,Pass (Live),2021-11-27
27,John McGinn,Aston Villa,Off Target,21.0,Left Foot,,Ollie Watkins,Pass (Live),,,2021-11-27
32,Ezri Konsa,Aston Villa,Off Target,12.0,Head,,John McGinn,Pass (Dead),Tyrone Mings,Fouled,2021-11-27
34,Ashley Young,Aston Villa,Blocked,24.0,Right Foot,,Marvelous Nakamba,Pass (Live),Ashley Young,Pass (Live),2021-11-27
35,John McGinn,Aston Villa,Wayward,27.0,Left Foot,Volley,,,,,2021-11-27
57,Ashley Young,Aston Villa,Off Target,25.0,Right Foot,Free kick,Ollie Watkins,Fouled,Leon Bailey,Pass (Live),2021-11-27
80,Christian Benteke,Crystal Palace,Saved,12.0,Right Foot,Half volley,James Tomkins,Pass (Live),Conor Gallagher,Pass (Live),2021-11-27
81,Odsonne Édouard,Crystal Palace,Saved,17.0,Right Foot,,Conor Gallagher,Pass (Live),Michael Olise,Pass (Live),2021-11-27
86,John McGinn,Aston Villa,Goal,19.0,Left Foot,,Anwar El Ghazi,Pass (Live),Emi Buendía,Pass (Live),2021-11-27
90,Jordan Ayew,Crystal Palace,Off Target,33.0,Right Foot,,Conor Gallagher,Pass (Live),James Tomkins,Pass (Live),2021-11-27
90+3,Christian Benteke,Crystal Palace,Off Target,6.0,Right Foot,Half volley,Joel Ward,Pass (Live),Eberechi Eze,Pass (Dead),2021-11-27
90+5,Marc Guéhi,Crystal Palace,Goal,6.0,Left Foot,Half volley,Cheikhou Kouyaté,Pass (Live),,,2021-11-27
1,Jan Bednarek,Southampton,Off Target,6.0,Head,,James Ward-Prowse,Pass (Dead),,,2021-11-27
2,Diogo Jota,Liverpool,Blocked,13.0,Left Foot,,Diogo Jota,Dribble,Trent Alexander-Arnold,Pass (Live),2021-11-27
2,Diogo Jota,Liverpool,Goal,6.0,Right Foot,,Andrew Robertson,Pass (Live),Sadio Mané,Pass (Live),2021-11-27
5,Sadio Mané,Liverpool,Off Target,9.0,Head,,Andrew Robertson,Pass (Live),Diogo Jota,Pass (Live),2021-11-27
16,Mohamed Salah,Liverpool,Blocked,14.0,Left Foot,,Jordan Henderson,Pass (Live),Jordan Henderson,Dribble,2021-11-27
17,Mohamed Salah,Liverpool,Off Target,20.0,Left Foot,,,,,,2021-11-27
24,Armando Broja,Southampton,Saved,11.0,Right Foot,,Armando Broja,Interception,,,2021-11-27
30,Jordan Henderson,Liverpool,Off Target,19.0,Right Foot,,Mohamed Salah,Pass (Live),Jordan Henderson,Pass (Live),2021-11-27
32,Diogo Jota,Liverpool,Goal,4.0,Left Foot,Open goal,Mohamed Salah,Pass (Live),Jordan Henderson,Pass (Live),2021-11-27
37,Diogo Jota,Liverpool,Blocked,8.0,Left Foot,Half volley,Jordan Henderson,Pass (Live),Sadio Mané,Pass (Live),2021-11-27
37,Thiago Alcántara,Liverpool,Goal,17.0,Left Foot,Deflected,,,,,2021-11-27
40,Sadio Mané,Liverpool,Off Target,9.0,Head,,Jordan Henderson,Pass (Live),Trent Alexander-Arnold,Pass (Dead),2021-11-27
41,Diogo Jota,Liverpool,Wayward,13.0,Right Foot,,Diogo Jota,Dribble,Andrew Robertson,Pass (Live),2021-11-27
45,Adam Armstrong,Southampton,Saved,15.0,Right Foot,,Valentino Livramento,Pass (Live),Che Adams,Pass (Live),2021-11-27
45+2,Diogo Jota,Liverpool,Off Target,17.0,Right Foot,,,,,,2021-11-27
52,Sadio Mané,Liverpool,Saved,26.0,Right Foot,,Virgil van Dijk,Pass (Live),Thiago Alcántara,Pass (Live),2021-11-27
52,Virgil van Dijk,Liverpool,Goal,12.0,Right Foot,Volley,Trent Alexander-Arnold,Pass (Dead),Sadio Mané,Shot,2021-11-27
54,Adam Armstrong,Southampton,Blocked,9.0,Left Foot,,Nathan Tella,Pass (Live),Armando Broja,Pass (Live),2021-11-27
54,Adam Armstrong,Southampton,Saved,4.0,Right Foot,,Adam Armstrong,Shot,,,2021-11-27
61,Adam Armstrong,Southampton,Blocked,17.0,Right Foot,,Nathan Tella,Pass (Live),Adam Armstrong,Pass (Live),2021-11-27
61,Romain Perraud,Southampton,Blocked,11.0,Left Foot,,Adam Armstrong,Shot,,,2021-11-27
73,Diogo Jota,Liverpool,Off Target,8.0,Right Foot,Half volley,Andrew Robertson,Pass (Live),Alex Oxlade-Chamberlain,Pass (Live),2021-11-27
77,Mohamed Salah,Liverpool,Blocked,17.0,Left Foot,,Fabinho,Pass (Live),Trent Alexander-Arnold,Pass (Live),2021-11-27
79,Alex Oxlade-Chamberlain,Liverpool,Saved,21.0,Right Foot,,Diogo Jota,Pass (Live),Sadio Mané,Pass (Live),2021-11-27
81,James Milner,Liverpool,Off Target,25.0,Right Foot,,,,,,2021-11-27
84,Alex Oxlade-Chamberlain,Liverpool,Blocked,24.0,Right Foot,,Fabinho,Pass (Live),Andrew Robertson,Pass (Live),2021-11-27
90,Mohamed Salah,Liverpool,Wayward,23.0,Left Foot,,Alex Oxlade-Chamberlain,Pass (Live),Takumi Minamino,Pass (Live),2021-11-27
4.0,Grant Hanley,Norwich City,Off Target,9.0,Head,,Billy Gilmour,Pass (Dead),,,2021-11-27
5.0,Teemu Pukki,Norwich City,Off Target,16.0,Right Foot,,Milot Rashica,Pass (Live),Kenny McLean,Pass (Live),2021-11-27
6.0,Josh Sargent,Norwich City,Off Target,23.0,Right Foot,,Teemu Pukki,Pass (Live),Mathias Normann,Pass (Live),2021-11-27
10.0,Raúl Jiménez,Wolves,Off Target,12.0,Left Foot,Half volley,Rayan Aït Nouri,Pass (Live),Rúben Neves,Pass (Live),2021-11-27
21.0,Teemu Pukki,Norwich City,Blocked,12.0,Left Foot,,Billy Gilmour,Pass (Live),Milot Rashica,Pass (Live),2021-11-27
32.0,Milot Rashica,Norwich City,Off Target,31.0,Right Foot,Free kick,Teemu Pukki,Fouled,Teemu Pukki,Dribble,2021-11-27
43.0,João Moutinho,Wolves,Saved,26.0,Right Foot,,,,,,2021-11-27
44.0,Conor Coady,Wolves,Off Target,14.0,Right Foot,Volley,,,,,2021-11-27
45.0,Max Aarons,Norwich City,Saved,8.0,Right Foot,,Lukas Rupp,Pass (Live),Max Aarons,Pass (Live),2021-11-27
45.0,Teemu Pukki,Norwich City,Saved,7.0,Left Foot,,Max Aarons,Shot,,,2021-11-27
50.0,Milot Rashica,Norwich City,Off Target,26.0,Right Foot,,Max Aarons,Pass (Live),Lukas Rupp,Pass (Live),2021-11-27
52.0,Lukas Rupp,Norwich City,Blocked,24.0,Left Foot,,Lukas Rupp,Dribble,Milot Rashica,Pass (Live),2021-11-27
53.0,Lukas Rupp,Norwich City,Wayward,16.0,Right Foot,Half volley,,,,,2021-11-27
57.0,Rayan Aït Nouri,Wolves,Saved,18.0,Left Foot,,Hwang Hee-chan,Pass (Live),João Moutinho,Pass (Live),2021-11-27
70.0,Teemu Pukki,Norwich City,Saved,12.0,Left Foot,,Lukas Rupp,Pass (Live),Teemu Pukki,Pass (Live),2021-11-27
72.0,Milot Rashica,Norwich City,Blocked,31.0,Right Foot,,Lukas Rupp,Pass (Live),,,2021-11-27
80.0,Lukas Rupp,Norwich City,Saved,13.0,Right Foot,Half volley,Milot Rashica,Pass (Live),Kenny McLean,Pass (Live),2021-11-27
86.0,Raúl Jiménez,Wolves,Wayward,17.0,Right Foot,Half volley,,,,,2021-11-27
87.0,Teemu Pukki,Norwich City,Wayward,14.0,Right Foot,Volley,Kieran Dowell,Pass (Live),Brandon Williams,Pass (Live),2021-11-27
4,Jakub Moder,Brighton,Off Target,9.0,Right Foot,Volley,Tariq Lamptey,Pass (Live),Adam Webster,Pass (Live),2021-11-27
8,Pascal Groß,Brighton,Wayward,11.0,Left Foot,Half volley,Tariq Lamptey,Pass (Live),Tariq Lamptey,Dribble,2021-11-27
8,Neal Maupay,Brighton,Off Target,7.0,Left Foot,Half volley,Pascal Groß,Shot,,,2021-11-27
11,Neal Maupay,Brighton,Saved,24.0,Right Foot,,Marc Cucurella,Pass (Live),Marc Cucurella,Tackle,2021-11-27
14,Adam Forshaw,Leeds United,Blocked,20.0,Left Foot,,Daniel James,Pass (Live),,,2021-11-27
14,Jack Harrison,Leeds United,Wayward,17.0,Left Foot,Volley,,,,,2021-11-27
17,Neal Maupay,Brighton,Wayward,21.0,Right Foot,Half volley,Jakub Moder,Pass (Live),Leandro Trossard,Pass (Live),2021-11-27
20,Leandro Trossard,Brighton,Woodwork,18.0,Right Foot,,Marc Cucurella,Pass (Live),Pascal Groß,Pass (Live),2021-11-27
26,Raphael Dias Belloli,Leeds United,Blocked,27.0,Left Foot,Free kick,Stuart Dallas,Fouled,Adam Forshaw,Pass (Live),2021-11-27
26,Daniel James,Leeds United,Off Target,4.0,Left Foot,Half volley,Raphael Dias Belloli,Shot,,,2021-11-27
27,Neal Maupay,Brighton,Blocked,11.0,Right Foot,Half volley,Tariq Lamptey,Pass (Live),Neal Maupay,Pass (Live),2021-11-27
27,Yves Bissouma,Brighton,Off Target,17.0,Right Foot,,Leandro Trossard,Pass (Live),Lewis Dunk,Pass (Live),2021-11-27
33,Leandro Trossard,Brighton,Saved,20.0,Right Foot,,Tariq Lamptey,Pass (Live),Jakub Moder,Pass (Live),2021-11-27
34,Jakub Moder,Brighton,Woodwork,7.0,Left Foot,,,,,,2021-11-27
37,Neal Maupay,Brighton,Off Target,8.0,Right Foot,Volley,Tariq Lamptey,Pass (Live),Joël Veltman,Pass (Live),2021-11-27
42,Marc Cucurella,Brighton,Wayward,29.0,Left Foot,Volley,,,,,2021-11-27
51,Leandro Trossard,Brighton,Blocked,16.0,Right Foot,,Pascal Groß,Pass (Live),Tariq Lamptey,Pass (Live),2021-11-27
55,Stuart Dallas,Leeds United,Saved,25.0,Right Foot,,Jack Harrison,Pass (Live),Stuart Dallas,Pass (Live),2021-11-27
57,Rodrigo,Leeds United,Off Target,25.0,Left Foot,,Stuart Dallas,Pass (Live),Jack Harrison,Pass (Live),2021-11-27
61,Leandro Trossard,Brighton,Off Target,21.0,Right Foot,,Leandro Trossard,Dribble,Marc Cucurella,Pass (Live),2021-11-27
64,Jakub Moder,Brighton,Wayward,11.0,Left Foot,,Jakub Moder,Interception,,,2021-11-27
65,Jakub Moder,Brighton,Off Target,10.0,Right Foot,Half volley,Pascal Groß,Pass (Live),Joël Veltman,Pass (Dead),2021-11-27
66,Tyler Roberts,Leeds United,Saved,14.0,Right Foot,,Pascal Struijk,Pass (Live),,,2021-11-27
75,Jürgen Locadia,Brighton,Saved off Target,20.0,Left Foot,Half volley,Tariq Lamptey,Pass (Live),Tariq Lamptey,Tackle,2021-11-27
76,Solly March,Brighton,Saved,19.0,Left Foot,Deflected,Solly March,Dribble,Pascal Groß,Pass (Live),2021-11-27
79,Tyler Roberts,Leeds United,Off Target,11.0,Left Foot,,Rodrigo,Pass (Live),Adam Forshaw,Pass (Live),2021-11-27
83,Tyler Roberts,Leeds United,Saved,9.0,Left Foot,Half volley,Adam Forshaw,Pass (Live),,,2021-11-27
83,Tyler Roberts,Leeds United,Saved,14.0,Left Foot,"Deflected, Volley",,,,,2021-11-27
84,Yves Bissouma,Brighton,Off Target,21.0,Right Foot,,Leandro Trossard,Pass (Live),Adam Webster,Pass (Live),2021-11-27
88,Solly March,Brighton,Saved to Post,12.0,Left Foot,,,,,,2021-11-27
90+1,Daniel James,Leeds United,Off Target,15.0,Right Foot,,Pascal Struijk,Pass (Live),Tyler Roberts,Pass (Live),2021-11-27
24,Ivan Toney (pen),Brentford,Goal,12.0,Right Foot,,Frank Onyeka,Fouled,,,2021-11-28
25,Salomón Rondón,Everton,Saved,7.0,Left Foot,,Lucas Digne,Pass (Live),Alex Iwobi,Pass (Live),2021-11-28
26,Salomón Rondón,Everton,Saved,15.0,Head,,Andros Townsend,Pass (Live),Abdoulaye Doucouré,Pass (Live),2021-11-28
28,Ethan Pinnock,Brentford,Saved,7.0,Head,,Charlie Goode,Pass (Dead),,,2021-11-28
42,Bryan Mbeumo,Brentford,Saved,18.0,Right Foot,Half volley,Vitaly Janelt,Pass (Live),,,2021-11-28
44,Lucas Digne,Everton,Off Target,30.0,Left Foot,Free kick,Anthony Gordon,Fouled,Lucas Digne,Pass (Live),2021-11-28
45+1,Abdoulaye Doucouré,Everton,Blocked,8.0,Head,,Andros Townsend,Pass (Live),Séamus Coleman,Pass (Live),2021-11-28
45+1,Michael Keane,Everton,Blocked,36.0,Right Foot,,,,,,2021-11-28
45+2,Anthony Gordon,Everton,Blocked,5.0,Head,,Andros Townsend,Pass (Dead),Michael Keane,Shot,2021-11-28
46,Sergi Canós,Brentford,Off Target,16.0,Right Foot,Volley,,,,,2021-11-28
49,Salomón Rondón,Everton,Off Target,13.0,Left Foot,Volley,,,,,2021-11-28
56,Salomón Rondón,Everton,Blocked,14.0,Right Foot,Volley,,,,,2021-11-28
60,Abdoulaye Doucouré,Everton,Wayward,13.0,Right Foot,Half volley,Séamus Coleman,Pass (Live),Andros Townsend,Pass (Live),2021-11-28
60,Alex Iwobi,Everton,Saved,9.0,Left Foot,Half volley,Allan,Pass (Live),Abdoulaye Doucouré,Pass (Live),2021-11-28
76,Demarai Gray,Everton,Blocked,26.0,Right Foot,,Salomón Rondón,Pass (Live),Anthony Gordon,Pass (Live),2021-11-28
84,Salomón Rondón,Everton,Off Target,12.0,Head,,Séamus Coleman,Pass (Live),Michael Keane,Pass (Live),2021-11-28
88,Lucas Digne,Everton,Blocked,21.0,Left Foot,Half volley,,,,,2021-11-28
89,Alex Iwobi,Everton,Saved,11.0,Head,,Lucas Digne,Pass (Live),Allan,Pass (Live),2021-11-28
90+4,Yoane Wissa,Brentford,Saved,21.0,Right Foot,,Shandon Baptiste,Pass (Live),Shandon Baptiste,Tackle,2021-11-28
90+6,Bryan Mbeumo,Brentford,Off Target,18.0,Right Foot,,,,,,2021-11-28
3.0,Jamie Vardy,Leicester City,Saved,12.0,Right Foot,,Boubakary Soumaré,Pass (Live),Jonny Evans,Pass (Live),2021-11-28
7.0,Wilfred Ndidi,Leicester City,Blocked,19.0,Right Foot,,James Maddison,Pass (Live),Harvey Barnes,Pass (Live),2021-11-28
9.0,Emmanuel Dennis,Watford,Blocked,15.0,Left Foot,,Moussa Sissoko,Pass (Live),,,2021-11-28
10.0,Cucho,Watford,Off Target,7.0,Head,,Tom Cleverley,Pass (Dead),Emmanuel Dennis,Shot,2021-11-28
11.0,William Troost-Ekong,Watford,Off Target,11.0,Head,,Tom Cleverley,Pass (Dead),Imran Louza,Fouled,2021-11-28
16.0,James Maddison,Leicester City,Goal,14.0,Right Foot,Half volley,Jonny Evans,Pass (Dead),Ademola Lookman,Fouled,2021-11-28
22.0,Cucho,Watford,Blocked,26.0,Right Foot,Free kick,Cucho,Fouled,Tom Cleverley,Pass (Live),2021-11-28
22.0,Emmanuel Dennis,Watford,Saved,14.0,Right Foot,,Cucho,Shot,,,2021-11-28
24.0,Adam Masina,Watford,Off Target,7.0,Head,,Tom Cleverley,Pass (Dead),Tom Cleverley,Fouled,2021-11-28
27.0,Jamie Vardy,Leicester City,Off Target,7.0,Head,,Timothy Castagne,Pass (Live),Ademola Lookman,Pass (Live),2021-11-28
28.0,Cucho,Watford,Woodwork,24.0,Right Foot,Deflected,Emmanuel Dennis,Pass (Live),Cucho,Pass (Live),2021-11-28
30.0,Joshua King (pen),Watford,Goal,12.0,Right Foot,,Emmanuel Dennis,Fouled,Joshua King,Pass (Live),2021-11-28
32.0,Cucho,Watford,Blocked,9.0,Head,,Adam Masina,Pass (Live),Moussa Sissoko,Pass (Live),2021-11-28
32.0,Moussa Sissoko,Watford,Off Target,15.0,Head,,Cucho,Shot,,,2021-11-28
34.0,Jamie Vardy,Leicester City,Goal,10.0,Right Foot,Half volley,James Maddison,Pass (Live),Wilfred Ndidi,Pass (Live),2021-11-28
36.0,Joshua King,Watford,Wayward,11.0,Right Foot,Half volley,Tom Cleverley,Pass (Live),Kiko Femenía,Pass (Dead),2021-11-28
38.0,Jonny Evans,Leicester City,Off Target,6.0,Head,,James Maddison,Pass (Dead),,,2021-11-28
39.0,James Maddison,Leicester City,Off Target,11.0,Left Foot,,Ademola Lookman,Pass (Live),Boubakary Soumaré,Pass (Live),2021-11-28
42.0,Jamie Vardy,Leicester City,Goal,11.0,Head,,James Maddison,Pass (Dead),,,2021-11-28
49.0,Joshua King,Watford,Saved,6.0,Right Foot,,Cucho,Pass (Live),Cucho,Dribble,2021-11-28
53.0,Wilfred Ndidi,Leicester City,Blocked,23.0,Right Foot,,Harvey Barnes,Pass (Live),Luke Thomas,Pass (Live),2021-11-28
54.0,Ademola Lookman,Leicester City,Blocked,21.0,Left Foot,,James Maddison,Pass (Live),Jamie Vardy,Pass (Live),2021-11-28
58.0,James Maddison,Leicester City,Blocked,24.0,Right Foot,,James Maddison,Dribble,Harvey Barnes,Pass (Live),2021-11-28
59.0,James Maddison,Leicester City,Saved,18.0,Right Foot,,,,,,2021-11-28
60.0,João Pedro,Watford,Off Target,18.0,Right Foot,,Adam Masina,Pass (Dead),,,2021-11-28
61.0,Emmanuel Dennis,Watford,Goal,13.0,Right Foot,Lob,Emmanuel Dennis,Tackle,,,2021-11-28
68.0,Harvey Barnes,Leicester City,Saved,8.0,Right Foot,,Luke Thomas,Pass (Live),,,2021-11-28
68.0,Ademola Lookman,Leicester City,Goal,3.0,Left Foot,Open goal,Harvey Barnes,Shot,,,2021-11-28
73.0,João Pedro,Watford,Saved,23.0,Right Foot,,Joshua King,Fouled,Joshua King,Pass (Live),2021-11-28
